_id,date,center_name,attendance_count
53960359,2013-10-02,Warrington Community Center,19
53960360,2013-10-02,West Penn Community Center,42
53960361,2013-10-01,Phillips Community Center,53
53960362,2013-10-01,Ammon Community Center,29
53960363,2013-10-01,Arlington Community Center,31
53960364,2013-10-01,Jefferson Community Center,18
53960365,2013-10-01,Brookline Community Center,140
53960366,2013-10-01,Magee Community Center,11
53960367,2013-10-01,Paulson Community Center,23
53960368,2013-10-01,Ormsby Community Center,82
53960369,2013-10-01,West Penn Community Center,30
53960370,2013-10-01,Warrington Community Center,24
53960371,2013-09-30,Phillips Community Center,16
53960372,2013-09-30,Arlington Community Center,20
53960373,2013-09-30,Ammon Community Center,23
53960374,2013-09-30,Brookline Community Center,199
53960375,2013-09-30,Jefferson Community Center,32
53960376,2013-09-30,Magee Community Center,27
53960377,2013-09-30,Ormsby Community Center,47
53960378,2013-09-30,Paulson Community Center,35
53960379,2013-09-30,Warrington Community Center,26
53960380,2013-09-30,West Penn Community Center,33
53960381,2013-09-28,Phillips Community Center,19
53960382,2013-09-28,Brookline Community Center,211
53960383,2013-09-28,West Penn Community Center,7
53960384,2013-09-28,Warrington Community Center,7
53960385,2013-09-27,Phillips Community Center,32
53960386,2013-09-27,Ammon Community Center,13
53960387,2013-09-27,Brookline Community Center,149
53960388,2013-09-27,Jefferson Community Center,34
53960389,2013-09-27,Magee Community Center,24
53960390,2013-09-27,Paulson Community Center,15
53960391,2013-09-27,Warrington Community Center,23
53960392,2013-09-27,West Penn Community Center,29
53960393,2013-09-26,Phillips Community Center,40
53960394,2013-09-26,Ammon Community Center,92
53960395,2013-09-26,Jefferson Community Center,30
53960396,2013-09-26,Brookline Community Center,142
53960397,2013-09-26,Magee Community Center,23
53960398,2013-09-26,Paulson Community Center,21
53960399,2013-09-26,Ormsby Community Center,7
53960400,2013-09-26,West Penn Community Center,119
53960401,2013-09-26,Warrington Community Center,19
53960402,2013-09-25,Phillips Community Center,63
53960403,2013-09-25,Ammon Community Center,18
53960404,2013-09-25,Brookline Community Center,129
53960405,2013-09-25,Jefferson Community Center,24
53960406,2013-09-25,Magee Community Center,23
53960407,2013-09-25,Ormsby Community Center,47
53960408,2013-09-25,Paulson Community Center,24
53960409,2013-09-25,Warrington Community Center,17
53960410,2013-09-25,West Penn Community Center,162
53960411,2013-09-24,Phillips Community Center,18
53960412,2013-09-24,Ammon Community Center,78
53960413,2013-09-24,Jefferson Community Center,40
53960414,2013-09-24,Brookline Community Center,146
53960415,2013-09-24,Magee Community Center,2
53960416,2013-09-24,Paulson Community Center,20
53960417,2013-09-24,Ormsby Community Center,97
53960418,2013-09-24,West Penn Community Center,40
53960419,2013-09-24,Warrington Community Center,25
53960420,2013-09-23,Phillips Community Center,48
53960421,2013-09-23,Ammon Community Center,70
53960422,2013-09-23,Arlington Community Center,5
53960423,2013-09-23,Brookline Community Center,220
53960424,2013-09-23,Jefferson Community Center,28
53960425,2013-09-23,Magee Community Center,23
53960426,2013-09-23,Ormsby Community Center,36
53960427,2013-09-23,Paulson Community Center,28
53960428,2013-09-23,Warrington Community Center,24
53960429,2013-09-23,West Penn Community Center,58
53960430,2013-09-21,Phillips Community Center,15
53960431,2013-09-21,Brookline Community Center,80
53960432,2013-09-21,Warrington Community Center,2
53960433,2013-09-20,Phillips Community Center,13
53960434,2013-09-20,Arlington Community Center,11
53960435,2013-09-20,Ammon Community Center,21
53960436,2013-09-20,Brookline Community Center,112
53960437,2013-09-20,Jefferson Community Center,20
53960438,2013-09-20,Magee Community Center,21
53960439,2013-09-20,Paulson Community Center,3
53960440,2013-09-20,Ormsby Community Center,19
53960441,2013-09-20,Warrington Community Center,18
53960442,2013-09-20,West Penn Community Center,36
53960443,2013-09-19,Phillips Community Center,74
53960444,2013-09-19,Ammon Community Center,26
53960445,2013-09-19,Arlington Community Center,64
53960446,2013-09-19,Jefferson Community Center,30
53960447,2013-09-19,Brookline Community Center,157
53960448,2013-09-19,Magee Community Center,8
53960449,2013-09-19,Ormsby Community Center,61
53960450,2013-09-19,Paulson Community Center,26
53960451,2013-09-19,West Penn Community Center,114
53960452,2013-09-19,Warrington Community Center,20
53960453,2013-09-18,Phillips Community Center,34
53960454,2013-09-18,Arlington Community Center,9
53960455,2013-09-18,Ammon Community Center,83
53960456,2013-09-18,Brookline Community Center,135
53960457,2013-09-18,Jefferson Community Center,16
53960458,2013-09-18,Magee Community Center,13
53960459,2013-09-18,Paulson Community Center,16
53960460,2013-09-18,Ormsby Community Center,29
53960461,2013-09-18,Warrington Community Center,27
53960462,2013-09-18,West Penn Community Center,88
53960463,2013-09-17,Phillips Community Center,69
53960464,2013-09-17,Ammon Community Center,83
53960465,2013-09-17,Arlington Community Center,18
53960466,2013-09-17,Jefferson Community Center,25
53960467,2013-09-17,Brookline Community Center,85
53960468,2013-09-17,Magee Community Center,13
53960469,2013-09-17,Ormsby Community Center,86
53960470,2013-09-17,Paulson Community Center,26
53960471,2013-09-17,West Penn Community Center,112
53960472,2013-09-17,Warrington Community Center,25
53960473,2013-09-16,Phillips Community Center,125
53960474,2013-09-16,Arlington Community Center,20
53960475,2013-09-16,Ammon Community Center,30
53960476,2013-09-16,Brookline Community Center,185
53960477,2013-09-16,Jefferson Community Center,24
53960478,2013-09-16,Magee Community Center,27
53960479,2013-09-16,Paulson Community Center,23
53960480,2013-09-16,Ormsby Community Center,28
53960481,2013-09-16,Warrington Community Center,25
53960482,2013-09-16,West Penn Community Center,39
53960483,2013-09-14,Phillips Community Center,10
53960484,2013-09-14,Brookline Community Center,70
53960485,2013-09-14,West Penn Community Center,38
53960486,2013-09-14,Warrington Community Center,11
53960487,2013-09-13,Phillips Community Center,21
53960488,2013-09-13,Ammon Community Center,15
53960489,2013-09-13,Arlington Community Center,25
53960490,2013-09-13,Brookline Community Center,112
53960491,2013-09-13,Jefferson Community Center,37
53960492,2013-09-13,Magee Community Center,43
53960493,2013-09-13,Ormsby Community Center,16
53960494,2013-09-13,Paulson Community Center,28
53960495,2013-09-13,Warrington Community Center,10
53960496,2013-09-13,West Penn Community Center,36
53960497,2013-09-12,Phillips Community Center,43
53960498,2013-09-12,Arlington Community Center,24
53960499,2013-09-12,Ammon Community Center,17
53960500,2013-09-12,Jefferson Community Center,18
53960501,2013-09-12,Brookline Community Center,125
53960502,2013-09-12,Magee Community Center,24
53960503,2013-09-12,Paulson Community Center,18
53960504,2013-09-12,Ormsby Community Center,25
53960505,2013-09-12,West Penn Community Center,129
53960506,2013-09-12,Warrington Community Center,18
53960507,2013-09-11,Phillips Community Center,108
53960508,2013-09-11,Ammon Community Center,26
53960509,2013-09-11,Arlington Community Center,14
53960510,2013-09-11,Brookline Community Center,151
53960511,2013-09-11,Jefferson Community Center,24
53960512,2013-09-11,Magee Community Center,13
53960513,2013-09-11,Ormsby Community Center,34
53960514,2013-09-11,Paulson Community Center,14
53960515,2013-09-11,Warrington Community Center,28
53960516,2013-09-11,West Penn Community Center,106
53960517,2013-09-10,Phillips Community Center,81
53960518,2013-09-10,Arlington Community Center,17
53960519,2013-09-10,Ammon Community Center,91
53960520,2013-09-10,Jefferson Community Center,28
53960521,2013-09-10,Brookline Community Center,156
53960522,2013-09-10,Magee Community Center,18
53960523,2013-09-10,Paulson Community Center,20
53960524,2013-09-10,Ormsby Community Center,17
53960525,2013-09-10,West Penn Community Center,61
53960526,2013-09-10,Warrington Community Center,19
53960527,2013-09-09,Phillips Community Center,27
53960528,2013-09-09,Ammon Community Center,81
53960529,2013-09-09,Arlington Community Center,45
53960530,2013-09-09,Brookline Community Center,195
53960531,2013-09-09,Jefferson Community Center,33
53960532,2013-09-09,Magee Community Center,20
53960533,2013-09-09,Ormsby Community Center,34
53960534,2013-09-09,Paulson Community Center,28
53960535,2013-09-09,Warrington Community Center,27
53960536,2013-09-09,West Penn Community Center,36
53960537,2013-09-07,Phillips Community Center,12
53960538,2013-09-07,Ammon Community Center,2
53960539,2013-09-07,Brookline Community Center,214
53960540,2013-09-07,Magee Community Center,9
53960541,2013-09-07,Ormsby Community Center,29
53960542,2013-09-07,West Penn Community Center,15
53960543,2013-09-07,Warrington Community Center,8
53960544,2013-09-06,Phillips Community Center,53
53960545,2013-09-06,Ammon Community Center,16
53960546,2013-09-06,Arlington Community Center,10
53960547,2013-09-06,Brookline Community Center,121
53960548,2013-09-06,Jefferson Community Center,19
53960549,2013-09-06,Magee Community Center,14
53960550,2013-09-06,Ormsby Community Center,13
53960551,2013-09-06,Paulson Community Center,15
53960552,2013-09-06,Warrington Community Center,21
53960553,2013-09-06,West Penn Community Center,53
53960554,2013-09-05,Phillips Community Center,100
53960555,2013-09-05,Arlington Community Center,30
53960556,2013-09-05,Ammon Community Center,38
53960557,2013-09-05,Jefferson Community Center,24
53960558,2013-09-05,Brookline Community Center,130
53960559,2013-09-05,Magee Community Center,23
53960560,2013-09-05,Paulson Community Center,33
53960561,2013-09-05,Ormsby Community Center,36
53960562,2013-09-05,West Penn Community Center,67
53960563,2013-09-05,Warrington Community Center,27
53960564,2013-09-04,Phillips Community Center,60
53960565,2013-09-04,Ammon Community Center,49
53960566,2013-09-04,Arlington Community Center,21
53960567,2013-09-04,Brookline Community Center,239
53960568,2013-09-04,Jefferson Community Center,25
53960569,2013-09-04,Magee Community Center,17
53960570,2013-09-04,Ormsby Community Center,32
53960571,2013-09-04,Paulson Community Center,27
53960572,2013-09-04,Warrington Community Center,26
53960573,2013-09-04,West Penn Community Center,140
53960574,2013-09-03,Phillips Community Center,21
53960575,2013-09-03,Arlington Community Center,20
53960576,2013-09-03,Ammon Community Center,19
53960577,2013-09-03,Jefferson Community Center,33
53960578,2013-09-03,Brookline Community Center,149
53960579,2013-09-03,Magee Community Center,8
53960580,2013-09-03,Paulson Community Center,29
53960581,2013-09-03,Ormsby Community Center,30
53960582,2013-09-03,West Penn Community Center,72
53960583,2013-09-03,Warrington Community Center,16
53960584,2013-09-02,Phillips Community Center,49
53960585,2013-08-31,Phillips Community Center,7
53960586,2013-08-31,Brookline Community Center,69
53960587,2013-08-31,Ormsby Community Center,13
53960588,2013-08-31,Warrington Community Center,3
53960589,2013-08-31,West Penn Community Center,20
53960590,2013-08-30,Phillips Community Center,15
53960591,2013-08-30,Ammon Community Center,20
53960592,2013-08-30,Arlington Community Center,19
53960593,2013-08-30,Brookline Community Center,107
53960594,2013-08-30,Jefferson Community Center,9
53960595,2013-08-30,Magee Community Center,4
53960596,2013-08-30,Ormsby Community Center,4
53960597,2013-08-30,Paulson Community Center,18
53960598,2013-08-30,West Penn Community Center,28
53960599,2013-08-30,Warrington Community Center,8
53960600,2013-08-29,Phillips Community Center,27
53960601,2013-08-29,Arlington Community Center,26
53960602,2013-08-29,Ammon Community Center,52
53960603,2013-08-29,Jefferson Community Center,21
53960604,2013-08-29,Brookline Community Center,182
53960605,2013-08-29,Magee Community Center,14
53960606,2013-08-29,Paulson Community Center,16
53960607,2013-08-29,Warrington Community Center,17
53960608,2013-08-29,West Penn Community Center,47
53960609,2013-08-28,Phillips Community Center,75
53960610,2013-08-28,Ammon Community Center,28
53960611,2013-08-28,Arlington Community Center,25
53960612,2013-08-28,Brookline Community Center,180
53960613,2013-08-28,Jefferson Community Center,11
53960614,2013-08-28,Magee Community Center,21
53960615,2013-08-28,Paulson Community Center,25
53960616,2013-08-28,Ormsby Community Center,11
53960617,2013-08-28,West Penn Community Center,87
53960618,2013-08-28,Warrington Community Center,15
53960619,2013-08-27,Phillips Community Center,41
53960620,2013-08-27,Arlington Community Center,22
53960621,2013-08-27,Ammon Community Center,51
53960622,2013-08-27,Jefferson Community Center,18
53960623,2013-08-27,Brookline Community Center,206
53960624,2013-08-27,Magee Community Center,18
53960625,2013-08-27,Paulson Community Center,40
53960626,2013-08-27,Warrington Community Center,51
53960627,2013-08-27,West Penn Community Center,24
53960628,2013-08-26,Phillips Community Center,17
53960629,2013-08-26,Ammon Community Center,50
53960630,2013-08-26,Arlington Community Center,44
53960631,2013-08-26,Brookline Community Center,220
53960632,2013-08-26,Jefferson Community Center,25
53960633,2013-08-26,Magee Community Center,26
53960634,2013-08-26,Paulson Community Center,35
53960635,2013-08-26,West Penn Community Center,75
53960636,2013-08-26,Warrington Community Center,46
53960637,2013-08-24,Phillips Community Center,8
53960638,2013-08-24,Brookline Community Center,109
53960639,2013-08-24,Warrington Community Center,9
53960640,2013-08-23,Phillips Community Center,54
53960641,2013-08-23,Arlington Community Center,12
53960642,2013-08-23,Ammon Community Center,31
53960643,2013-08-23,Brookline Community Center,155
53960644,2013-08-23,Jefferson Community Center,17
53960645,2013-08-23,Magee Community Center,9
53960646,2013-08-23,Paulson Community Center,24
53960647,2013-08-23,Ormsby Community Center,15
53960648,2013-08-23,Warrington Community Center,12
53960649,2013-08-23,West Penn Community Center,52
53960650,2013-08-22,Phillips Community Center,42
53960651,2013-08-22,Ammon Community Center,15
53960652,2013-08-22,Arlington Community Center,17
53960653,2013-08-22,Jefferson Community Center,25
53960654,2013-08-22,Brookline Community Center,209
53960655,2013-08-22,Magee Community Center,12
53960656,2013-08-22,Ormsby Community Center,13
53960657,2013-08-22,Paulson Community Center,38
53960658,2013-08-22,West Penn Community Center,109
53960659,2013-08-22,Warrington Community Center,24
53960660,2013-08-21,Phillips Community Center,74
53960661,2013-08-21,Arlington Community Center,29
53960662,2013-08-21,Ammon Community Center,20
53960663,2013-08-21,Brookline Community Center,185
53960664,2013-08-21,Jefferson Community Center,16
53960665,2013-08-21,Magee Community Center,16
53960666,2013-08-21,Paulson Community Center,42
53960667,2013-08-21,Ormsby Community Center,9
53960668,2013-08-21,Warrington Community Center,21
53960669,2013-08-21,West Penn Community Center,132
53960670,2013-08-20,Phillips Community Center,108
53960671,2013-08-20,Ammon Community Center,50
53960672,2013-08-20,Arlington Community Center,29
53960673,2013-08-20,Jefferson Community Center,32
53960674,2013-08-20,Brookline Community Center,289
53960675,2013-08-20,Magee Community Center,22
53960676,2013-08-20,Paulson Community Center,35
53960677,2013-08-20,West Penn Community Center,76
53960678,2013-08-20,Warrington Community Center,21
53960679,2013-08-19,Phillips Community Center,55
53960680,2013-08-19,Ammon Community Center,44
53960681,2013-08-19,Brookline Community Center,252
53960682,2013-08-19,Jefferson Community Center,33
53960683,2013-08-19,Magee Community Center,25
53960684,2013-08-19,Paulson Community Center,35
53960685,2013-08-19,Ormsby Community Center,17
53960686,2013-08-19,Warrington Community Center,32
53960687,2013-08-19,West Penn Community Center,90
53960688,2013-08-17,Phillips Community Center,127
53960689,2013-08-17,Ammon Community Center,20
53960690,2013-08-17,Brookline Community Center,240
53960691,2013-08-17,Magee Community Center,2
53960692,2013-08-17,West Penn Community Center,8
53960693,2013-08-17,Warrington Community Center,3
53960694,2013-08-16,Phillips Community Center,82
53960695,2013-08-16,Ammon Community Center,10
53960696,2013-08-16,Arlington Community Center,38
53960697,2013-08-16,Brookline Community Center,105
53960698,2013-08-16,Jefferson Community Center,30
53960699,2013-08-16,Magee Community Center,8
53960700,2013-08-16,Ormsby Community Center,9
53960701,2013-08-16,Paulson Community Center,60
53960702,2013-08-16,Warrington Community Center,84
53960703,2013-08-16,West Penn Community Center,52
53960704,2013-08-15,Phillips Community Center,75
53960705,2013-08-15,Arlington Community Center,1
53960706,2013-08-15,Ammon Community Center,20
53960707,2013-08-15,Jefferson Community Center,20
53960708,2013-08-15,Brookline Community Center,239
53960709,2013-08-15,Magee Community Center,28
53960710,2013-08-15,Paulson Community Center,30
53960711,2013-08-15,Ormsby Community Center,37
53960712,2013-08-15,West Penn Community Center,101
53960713,2013-08-15,Warrington Community Center,90
53960714,2013-08-14,Phillips Community Center,89
53960715,2013-08-14,Ammon Community Center,11
53960716,2013-08-14,Arlington Community Center,33
53960717,2013-08-14,Brookline Community Center,138
53960718,2013-08-14,Jefferson Community Center,36
53960719,2013-08-14,Magee Community Center,33
53960720,2013-08-14,Ormsby Community Center,14
53960721,2013-08-14,Paulson Community Center,13
53960722,2013-08-14,Warrington Community Center,62
53960723,2013-08-14,West Penn Community Center,69
53960724,2013-08-13,Phillips Community Center,59
53960725,2013-08-13,Arlington Community Center,31
53960726,2013-08-13,Ammon Community Center,24
53960727,2013-08-13,Jefferson Community Center,25
53960728,2013-08-13,Brookline Community Center,394
53960729,2013-08-13,Magee Community Center,24
53960730,2013-08-13,Paulson Community Center,40
53960731,2013-08-13,Ormsby Community Center,31
53960732,2013-08-13,West Penn Community Center,76
53960733,2013-08-13,Warrington Community Center,71
53960734,2013-08-12,Phillips Community Center,109
53960735,2013-08-12,Ammon Community Center,27
53960736,2013-08-12,Arlington Community Center,20
53960737,2013-08-12,Brookline Community Center,243
53960738,2013-08-12,Jefferson Community Center,32
53960739,2013-08-12,Magee Community Center,28
53960740,2013-08-12,Ormsby Community Center,27
53960741,2013-08-12,Paulson Community Center,31
53960742,2013-08-12,Warrington Community Center,34
53960743,2013-08-12,West Penn Community Center,59
53960744,2013-08-10,Phillips Community Center,5
53960745,2013-08-10,Brookline Community Center,566
53960746,2013-08-10,Ormsby Community Center,3
53960747,2013-08-10,West Penn Community Center,10
53960748,2013-08-10,Warrington Community Center,7
53960749,2013-08-09,Phillips Community Center,88
53960750,2013-08-09,Arlington Community Center,30
53960751,2013-08-09,Ammon Community Center,3
53960752,2013-08-09,Brookline Community Center,92
53960753,2013-08-09,Jefferson Community Center,31
53960754,2013-08-09,Magee Community Center,20
53960755,2013-08-09,Ormsby Community Center,9
53960756,2013-08-09,Paulson Community Center,37
53960757,2013-08-09,Warrington Community Center,36
53960758,2013-08-09,West Penn Community Center,50
53960759,2013-08-08,Phillips Community Center,84
53960760,2013-08-08,Ammon Community Center,11
53960761,2013-08-08,Arlington Community Center,43
53960762,2013-08-08,Jefferson Community Center,25
53960763,2013-08-08,Brookline Community Center,218
53960764,2013-08-08,Magee Community Center,21
53960765,2013-08-08,Paulson Community Center,47
53960766,2013-08-08,Ormsby Community Center,32
53960767,2013-08-08,West Penn Community Center,102
53960768,2013-08-08,Warrington Community Center,97
53960769,2013-08-07,Phillips Community Center,88
53960770,2013-08-07,Arlington Community Center,35
53960771,2013-08-07,Ammon Community Center,16
53960772,2013-08-07,Brookline Community Center,161
53960773,2013-08-07,Jefferson Community Center,24
53960774,2013-08-07,Magee Community Center,12
53960775,2013-08-07,Ormsby Community Center,17
53960776,2013-08-07,Paulson Community Center,42
53960777,2013-08-07,Warrington Community Center,7
53960778,2013-08-07,West Penn Community Center,155
53960779,2013-08-06,Phillips Community Center,137
53960780,2013-08-06,Ammon Community Center,12
53960781,2013-08-06,Arlington Community Center,39
53960782,2013-08-06,Jefferson Community Center,32
53960783,2013-08-06,Brookline Community Center,347
53960784,2013-08-06,Magee Community Center,24
53960785,2013-08-06,Paulson Community Center,38
53960786,2013-08-06,Ormsby Community Center,44
53960787,2013-08-06,West Penn Community Center,39
53960788,2013-08-06,Warrington Community Center,35
53960789,2013-08-05,Phillips Community Center,112
53960790,2013-08-05,Arlington Community Center,32
53960791,2013-08-05,Ammon Community Center,12
53960792,2013-08-05,Brookline Community Center,200
53960793,2013-08-05,Jefferson Community Center,25
53960794,2013-08-05,Frazier Park,104
53960795,2013-08-05,Magee Community Center,2
53960796,2013-08-05,Ormsby Community Center,25
53960797,2013-08-05,Paulson Community Center,43
53960798,2013-08-05,Warrington Community Center,28
53960799,2013-08-05,West Penn Community Center,60
53960800,2013-08-03,Phillips Community Center,16
53960801,2013-08-03,Brookline Community Center,118
53960802,2013-08-03,Magee Community Center,5
53960803,2013-08-03,Ormsby Community Center,4
53960804,2013-08-03,West Penn Community Center,9
53960805,2013-08-03,Warrington Community Center,6
53960806,2013-08-02,Phillips Community Center,99
53960807,2013-08-02,Ammon Community Center,12
53960808,2013-08-02,Arlington Community Center,34
53960809,2013-08-02,Brookline Community Center,134
53960810,2013-08-02,Jefferson Community Center,27
53960811,2013-08-02,Magee Community Center,4
53960812,2013-08-02,Ormsby Community Center,9
53960813,2013-08-02,Paulson Community Center,33
53960814,2013-08-02,Warrington Community Center,33
53960815,2013-08-02,West Penn Community Center,81
53960816,2013-08-01,Phillips Community Center,68
53960817,2013-08-01,Arlington Community Center,22
53960818,2013-08-01,Ammon Community Center,60
53960819,2013-08-01,Jefferson Community Center,33
53960820,2013-08-01,Brookline Community Center,268
53960821,2013-08-01,Magee Community Center,3
53960822,2013-08-01,Paulson Community Center,37
53960823,2013-08-01,Ormsby Community Center,26
53960824,2013-08-01,West Penn Community Center,115
53960825,2013-08-01,Warrington Community Center,50
53960826,2013-07-31,Phillips Community Center,98
53960827,2013-07-31,Ammon Community Center,10
53960828,2013-07-31,Arlington Community Center,56
53960829,2013-07-31,Brookline Community Center,260
53960830,2013-07-31,Jefferson Community Center,26
53960831,2013-07-31,Magee Community Center,7
53960832,2013-07-31,Ormsby Community Center,1
53960833,2013-07-31,Paulson Community Center,48
53960834,2013-07-31,Warrington Community Center,65
53960835,2013-07-31,West Penn Community Center,51
53960836,2013-07-30,Phillips Community Center,56
53960837,2013-07-30,Arlington Community Center,50
53960838,2013-07-30,Ammon Community Center,8
53960839,2013-07-30,Jefferson Community Center,28
53960840,2013-07-30,Brookline Community Center,343
53960841,2013-07-30,Magee Community Center,4
53960842,2013-07-30,Paulson Community Center,64
53960843,2013-07-30,Ormsby Community Center,21
53960844,2013-07-30,West Penn Community Center,117
53960845,2013-07-30,Warrington Community Center,40
53960846,2013-07-29,Phillips Community Center,132
53960847,2013-07-29,Ammon Community Center,21
53960848,2013-07-29,Arlington Community Center,35
53960849,2013-07-29,Brookline Community Center,271
53960850,2013-07-29,Jefferson Community Center,22
53960851,2013-07-29,Magee Community Center,13
53960852,2013-07-29,Ormsby Community Center,39
53960853,2013-07-29,Paulson Community Center,32
53960854,2013-07-29,Warrington Community Center,40
53960855,2013-07-29,West Penn Community Center,112
53960856,2013-07-27,Phillips Community Center,13
53960857,2013-07-27,Brookline Community Center,112
53960858,2013-07-27,Ormsby Community Center,4
53960859,2013-07-27,West Penn Community Center,12
53960860,2013-07-27,Warrington Community Center,9
53960861,2013-07-26,Phillips Community Center,69
53960862,2013-07-26,Arlington Community Center,45
53960863,2013-07-26,Ammon Community Center,7
53960864,2013-07-26,Brookline Community Center,130
53960865,2013-07-26,Jefferson Community Center,19
53960866,2013-07-26,Magee Community Center,18
53960867,2013-07-26,Ormsby Community Center,6
53960868,2013-07-26,Paulson Community Center,10
53960869,2013-07-26,Warrington Community Center,43
53960870,2013-07-26,West Penn Community Center,152
53960871,2013-07-25,Phillips Community Center,71
53960872,2013-07-25,Ammon Community Center,6
53960873,2013-07-25,Arlington Community Center,33
53960874,2013-07-25,Jefferson Community Center,35
53960875,2013-07-25,Brookline Community Center,179
53960876,2013-07-25,Magee Community Center,2
53960877,2013-07-25,Paulson Community Center,41
53960878,2013-07-25,Ormsby Community Center,34
53960879,2013-07-25,West Penn Community Center,143
53960880,2013-07-25,Warrington Community Center,28
53960881,2013-07-24,Phillips Community Center,86
53960882,2013-07-24,Arlington Community Center,41
53960883,2013-07-24,Ammon Community Center,16
53960884,2013-07-24,Brookline Community Center,231
53960885,2013-07-24,Jefferson Community Center,29
53960886,2013-07-24,Magee Community Center,4
53960887,2013-07-24,Ormsby Community Center,12
53960888,2013-07-24,Paulson Community Center,36
53960889,2013-07-24,Warrington Community Center,44
53960890,2013-07-24,West Penn Community Center,80
53960891,2013-07-23,Phillips Community Center,82
53960892,2013-07-23,Ammon Community Center,15
53960893,2013-07-23,Arlington Community Center,31
53960894,2013-07-23,Jefferson Community Center,43
53960895,2013-07-23,Brookline Community Center,207
53960896,2013-07-23,Magee Community Center,16
53960897,2013-07-23,Paulson Community Center,75
53960898,2013-07-23,Ormsby Community Center,25
53960899,2013-07-23,West Penn Community Center,59
53960900,2013-07-23,Warrington Community Center,55
53960901,2013-07-22,Phillips Community Center,67
53960902,2013-07-22,Ammon Community Center,19
53960903,2013-07-22,Brookline Community Center,309
53960904,2013-07-22,Jefferson Community Center,30
53960905,2013-07-22,Magee Community Center,8
53960906,2013-07-22,Ormsby Community Center,14
53960907,2013-07-22,Paulson Community Center,58
53960908,2013-07-22,Warrington Community Center,39
53960909,2013-07-22,West Penn Community Center,55
53960910,2013-07-20,Phillips Community Center,11
53960911,2013-07-20,Brookline Community Center,143
53960912,2013-07-20,Magee Community Center,1
53960913,2013-07-20,West Penn Community Center,127
53960914,2013-07-20,Warrington Community Center,12
53960915,2013-07-19,Phillips Community Center,52
53960916,2013-07-19,Ammon Community Center,9
53960917,2013-07-19,Brookline Community Center,171
53960918,2013-07-19,Jefferson Community Center,40
53960919,2013-07-19,Magee Community Center,5
53960920,2013-07-19,Paulson Community Center,38
53960921,2013-07-19,Ormsby Community Center,9
53960922,2013-07-19,Warrington Community Center,45
53960923,2013-07-19,West Penn Community Center,97
53960924,2013-07-18,Phillips Community Center,79
53960925,2013-07-18,Ammon Community Center,10
53960926,2013-07-18,Jefferson Community Center,40
53960927,2013-07-18,Brookline Community Center,196
53960928,2013-07-18,Magee Community Center,7
53960929,2013-07-18,Ormsby Community Center,34
53960930,2013-07-18,Paulson Community Center,39
53960931,2013-07-18,West Penn Community Center,128
53960932,2013-07-18,Warrington Community Center,104
53960933,2013-07-17,Phillips Community Center,98
53960934,2013-07-17,Ammon Community Center,56
53960935,2013-07-17,Brookline Community Center,253
53960936,2013-07-17,Jefferson Community Center,42
53960937,2013-07-17,Magee Community Center,6
53960938,2013-07-17,Ormsby Community Center,9
53960939,2013-07-17,Paulson Community Center,59
53960940,2013-07-17,Warrington Community Center,32
53960941,2013-07-17,West Penn Community Center,130
53960942,2013-07-16,Phillips Community Center,81
53960943,2013-07-16,Ammon Community Center,31
53960944,2013-07-16,Arlington Community Center,19
53960945,2013-07-16,Jefferson Community Center,29
53960946,2013-07-16,Brookline Community Center,284
53960947,2013-07-16,Magee Community Center,8
53960948,2013-07-16,Paulson Community Center,37
53960949,2013-07-16,West Penn Community Center,123
53960950,2013-07-16,Warrington Community Center,44
53960951,2013-07-15,Phillips Community Center,99
53960952,2013-07-15,Ammon Community Center,16
53960953,2013-07-15,Brookline Community Center,212
53960954,2013-07-15,Jefferson Community Center,33
53960955,2013-07-15,Magee Community Center,3
53960956,2013-07-15,Paulson Community Center,123
53960957,2013-07-15,Ormsby Community Center,22
53960958,2013-07-15,Warrington Community Center,65
53960959,2013-07-15,West Penn Community Center,108
53960960,2013-07-13,Phillips Community Center,19
53960961,2013-07-13,Brookline Community Center,182
53960962,2013-07-13,Magee Community Center,2
53960963,2013-07-13,Warrington Community Center,11
53960964,2013-07-12,Phillips Community Center,72
53960965,2013-07-12,Ammon Community Center,10
53960966,2013-07-12,Arlington Community Center,18
53960967,2013-07-12,Brookline Community Center,112
53960968,2013-07-12,Jefferson Community Center,23
53960969,2013-07-12,Magee Community Center,7
53960970,2013-07-12,Ormsby Community Center,14
53960971,2013-07-12,Paulson Community Center,31
53960972,2013-07-12,Warrington Community Center,11
53960973,2013-07-12,West Penn Community Center,67
53960974,2013-07-11,Phillips Community Center,59
53960975,2013-07-11,Arlington Community Center,17
53960976,2013-07-11,Ammon Community Center,13
53960977,2013-07-11,Jefferson Community Center,50
53960978,2013-07-11,Brookline Community Center,208
53960979,2013-07-11,Magee Community Center,7
53960980,2013-07-11,Paulson Community Center,75
53960981,2013-07-11,Ormsby Community Center,31
53960982,2013-07-11,West Penn Community Center,94
53960983,2013-07-11,Warrington Community Center,17
53960984,2013-07-10,Phillips Community Center,15
53960985,2013-07-10,Ammon Community Center,16
53960986,2013-07-10,Brookline Community Center,130
53960987,2013-07-10,Jefferson Community Center,33
53960988,2013-07-10,Magee Community Center,8
53960989,2013-07-10,Ormsby Community Center,12
53960990,2013-07-10,West Penn Community Center,1
53960991,2013-07-09,Phillips Community Center,76
